location_name,location_id,province,province_id,municipality,municipality_id,location_type,page,area
Amblève - tronçon de Aywaille à Coo,72907,Liège,22.0,Stoumont (entité),43862.0,Gebied,10,"1,85 km2"
Amblève - tronçon de Comblain-au-Pont à Aywaille,72904,Liège,22.0,Aywaille (entité),43842.0,Gebied,10,"55,86 ha"
Amblève - tronçon de Coo à Warche,72903,Liège,22.0,Stavelot (entité),43856.0,Gebied,10,"60,26 ha"
Amblève - tronçon de Ligneuville à Amel,72909,Liège,22.0,Amel / Amblève (entité),43886.0,Gebied,10,"1,08 km2"
Amblève - tronçon de Warche à Ligneuville,72908,Liège,22.0,Malmedy (entité),43841.0,Gebied,10,"31,08 ha"
Ambly,42360,Luxembourg,26.0,Nassogne (entité),43929.0,Deelgemeente,10,"11,6 km2"
Ambresin,42298,Liège,22.0,Wasseiges (entité),43788.0,Deelgemeente,10,"6,18 km2"
Ambresin (Etang),43116,Liège,22.0,Wasseiges (entité),43788.0,Gebied,10,"3,31 ha"
Amel / Amblève,42223,Liège,22.0,Amel / Amblève (entité),43886.0,Deelgemeente,10,"37,21 km2"
Amel / Amblève (entité),43886,Liège,22.0,Amel / Amblève (entité),43886.0,Gemeente,10,125 km2
Amonines,42345,Luxembourg,26.0,Erezée (entité),43907.0,Deelgemeente,10,"10,89 km2"
Amougies,42093,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Deelgemeente,10,"4,79 km2"
Ampsin,42099,Liège,22.0,Amay (entité),43815.0,Deelgemeente,10,"5,54 km2"
Anc. Carrière des Six Maisons,241264,Liège,22.0,Anthisnes (entité),43844.0,Gebied,10,"2,13 ha"
Ancien canal - de Péronnes-lez-Antoing à Callenelle,72784,Hainaut,23.0,Antoing (entité),43816.0,Gebied,10,"26,65 ha"
Ancien canal - de Ronquières à Seneffe,72806,Hainaut,23.0,Seneffe (entité),43812.0,Gebied,10,"92,03 ha"
Ancien canal - Harchies-Bernissart,72789,Hainaut,23.0,Bernissart (entité),43851.0,Gebied,10,"28,54 ha"
Ancien Canal Bioblitz,679596,Hainaut,23.0,Seneffe (entité),43812.0,Gebied,10,"92,69 ha"
Ancien canal Comines Bioblitz,691457,Hainaut,23.0,Comines-Warneton (entité),43713.0,Gebied,10,"26,15 ha"
Ancien canal du centre - tronçon de Houdeng-Goegnies à Havré/Thieu,72807,Hainaut,23.0,La Louvière (entité),43845.0,Gebied,10,"75,2 ha"
Ancien charbonnage Vedette,241697,Hainaut,23.0,Boussu (entité),43871.0,Gebied,10,"18,04 ha"
ancien chemin de fer - Ellezelles,122306,Hainaut,23.0,Ellezelles (entité),43718.0,Gebied,10,"12,42 ha"
ancien chemin de fer - Flobecq,122307,Hainaut,23.0,Flobecq (entité),43717.0,Gebied,11,"14,34 ha"
Ancien circuit automobile de Nivelles (Nivelles),179634,Brabant Wallon,25.0,Nivelles (entité),43795.0,Gebied,11,"21,66 ha"
Ancien décanteur d'Oreye (Oreye),179745,Liège,22.0,Oreye (entité),43732.0,Gebied,11,"5,37 ha"
Ancien dépotoir de Biesme (Mettet),179153,Namur,24.0,Mettet (entité),43895.0,Gebied,11,"15,65 ha"
Ancien Fort de Loncin,241241,Liège,22.0,Ans (entité),43743.0,Gebied,11,"2,74 ha"
Ancien méandre de la Sennette (Ittre),179152,Brabant Wallon,25.0,Ittre (entité),43772.0,Gebied,11,"8,19 ha"
Ancien Moto-Cross - Bouillon,671932,Luxembourg,26.0,Bouillon (entité),43954.0,Gebied,11,"7,26 ha"
Ancien Moulin de Picheux-Bas,241735,Liège,22.0,Stoumont (entité),43862.0,Gebied,11,"1,89 ha"
Ancien terril du Bonnet (Saint-Nicolas),179783,Liège,22.0,Saint-Nicolas (entité),43784.0,Gebied,11,"6,93 ha"
Ancien triangle forestier du centre Verhaeren,247126,Hainaut,23.0,Honnelles (entité),43893.0,Gebied,11,"1,15 ha"
Ancienne aire de triage et bassins de décantation de Hornu (Boussu),179440,Hainaut,23.0,Boussu (entité),43871.0,Gebied,11,"14,56 ha"
Ancienne Briqueterie d'Arlon (Arlon),179458,Luxembourg,26.0,Arlon (entité),43962.0,Gebied,11,"5,77 ha"
Ancienne Briqueterie de Ghlin (Mons),179956,Hainaut,23.0,Mons (entité),43852.0,Gebied,11,"17,18 ha"
Ancienne carrière Carmeuse de Sclaigneaux (Andenne),179638,Namur,24.0,Andenne (entité),43839.0,Gebied,11,"7,91 ha"
Ancienne carrière d'Aublain,241294,Namur,24.0,Couvin (entité),43932.0,Gebied,11,"2,79 ha"
Ancienne carrière de Denée,241703,Namur,24.0,Anhée (entité),43903.0,Gebied,11,"13,61 ha"
Ancienne carrière de la forêt communale de Vencimont,241628,Namur,24.0,Gedinne (entité),43942.0,Gebied,11,"1,16 ha"
Ancienne Carrière de la Montagne Sainte-Croix (Dinant),179351,Namur,24.0,Dinant (entité),43913.0,Gebied,11,"5,63 ha"
Ancienne Carrière de la Vaucelle (Couvin),179410,Namur,24.0,Couvin (entité),43932.0,Gebied,11,"16,82 ha"
Ancienne Carrière de l'Eau Bleue (La Bruyère),179327,Namur,24.0,La Bruyère (entité),43826.0,Gebied,11,"7,55 ha"
Ancienne Carrière de l'Eau Bleue (La Bruyère),179326,Namur,24.0,La Bruyère (entité),43826.0,Gebied,11,"6,81 ha"
Ancienne carrière de Pontaury (Mettet),672658,Namur,24.0,Mettet (entité),43895.0,Gebied,11,"4,01 ha"
Ancienne Carrière de Vierset-Barse (Modave),179515,Liège,22.0,Modave (entité),43843.0,Gebied,11,"7,78 ha"
Ancienne Carrière des Awirs (Flémalle; Engis),179081,Liège,22.0,Engis (entité),43813.0,Gebied,11,"11,19 ha"
Ancienne carrière des Fermes,241481,Luxembourg,26.0,Saint-Hubert (entité),43939.0,Gebied,11,"1,7 ha"
Ancienne carrière des Haies Germaines,241293,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,12,"1,62 ha"
Ancienne carrière des Vaux (Cerfontaine),179545,Namur,24.0,Cerfontaine (entité),43924.0,Gebied,12,"16,26 ha"
Ancienne Carrière des Vaux (réserve naturelle),107969,Namur,24.0,Cerfontaine (entité),43924.0,Gebied,12,"17,76 ha"
Ancienne carrière d'Evieux,241371,Liège,22.0,Esneux (entité),43817.0,Gebied,12,"5,07 ha"
Ancienne Carrière d'Herbois (Yvoir),179546,Namur,24.0,Yvoir (entité),43901.0,Gebied,12,"10,77 ha"
Ancienne carrière d'Ogne,241212,Liège,22.0,Sprimont (entité),43830.0,Gebied,12,"10,13 ha"
Ancienne carrière du Craya,241573,Namur,24.0,Ciney (entité),43908.0,Gebied,12,"5,65 ha"
Ancienne carrière du Kolvenderbach,241668,Liège,22.0,Amel / Amblève (entité),43886.0,Gebied,12,1.694 m2
Ancienne carrière du Lion (Couvin),179429,Namur,24.0,Couvin (entité),43932.0,Gebied,12,"5,89 ha"
Ancienne carrière du Revers de Grand Mont (Viroinval),241640,Namur,24.0,Viroinval (entité),43937.0,Gebied,12,8.741 m2
Ancienne carrière Dumont-Wautier / Carrière d'Ampsin (réserve naturelle),84134,Liège,22.0,Amay (entité),43815.0,Gebied,12,"29,35 ha"
Ancienne carrière Frêneu,241372,Liège,22.0,Trois-Ponts (entité),43890.0,Gebied,12,4.702 m2
Ancienne carrière Gauthier,241411,Hainaut,23.0,Soignies (entité),43797.0,Gebied,12,"10,08 ha"
Ancienne carrière Gralex (Esneux),179829,Liège,22.0,Esneux (entité),43817.0,Gebied,12,"22,74 ha"
Ancienne carrière Le Marcha,252088,Luxembourg,26.0,Libin (entité),43943.0,Gebied,12,"1,79 ha"
Ancienne Carrière Marmor,241231,Hainaut,23.0,Gerpinnes (entité),43896.0,Gebied,12,"14,04 ha"
Ancienne Carrière Michelet (Viroinval),179407,Namur,24.0,Viroinval (entité),43937.0,Gebied,12,"9,17 ha"
Ancienne carrière Nicolas,241705,Namur,24.0,Floreffe (entité),43864.0,Gebied,12,"2,1 ha"
Ancienne Carrière proche du Manoir Mertens (Andenne),179396,Namur,24.0,Andenne (entité),43839.0,Gebied,12,"12,9 ha"
Ancienne carrière Saint-Remy (Rochefort),179226,Namur,24.0,Rochefort (entité),43923.0,Gebied,12,"5,88 ha"
Ancienne Carrière Sainte-Anne (Dinant),179648,Namur,24.0,Dinant (entité),43913.0,Gebied,12,"5,47 ha"
Ancienne carrière Solvay (Charleroi; Gerpinnes),179657,Hainaut,23.0,Charleroi (entité),43858.0,Gebied,12,"27,47 ha"
Ancienne cure de Tongrinne,241444,Namur,24.0,Sombreffe (entité),43828.0,Gebied,12,"1,16 ha"
Ancienne école de Fontenelle,241565,Namur,24.0,Walcourt (entité),43909.0,Gebied,12,"3,41 ha"
Ancienne gare de Sterpenich (Arlon),179709,Luxembourg,26.0,Arlon (entité),43962.0,Gebied,12,"10,9 ha"
Ancienne ligne 123 SNCB,612324,Hainaut,23.0,Enghien (entité),43754.0,Gebied,13,"27,65 ha"
Ancienne sablière de la Tête du Bois,241203,Hainaut,23.0,Ecaussinnes (entité),43814.0,Gebied,13,"2,14 ha"
Ancienne sablière des Huit Bonniers (Gembloux),179635,Namur,24.0,Gembloux (entité),43807.0,Gebied,13,"21,13 ha"
Ancienne Sablière Jean Marcaux,241269,Namur,24.0,Houyet (entité),43919.0,Gebied,13,"2,93 ha"
Ancienne scierie de Rienne (Gedinne),180112,Namur,24.0,Gedinne (entité),43942.0,Gebied,13,"47,57 ha"
Anciennes Argilières du Grand Bois (Braine-le-Comte),179658,Hainaut,23.0,Braine-le-Comte (entité),43775.0,Gebied,13,"79,02 ha"
Anciennes carrières d'Anlier (Habay),241634,Luxembourg,26.0,Habay (entité),43959.0,Gebied,13,"5,96 ha"
Anciennes carrières d'Attre,241670,Hainaut,23.0,Brugelette (entité),43794.0,Gebied,13,"7,02 ha"
Anciennes carrières de la Grande Mer (Tournai),179600,Hainaut,23.0,Tournai (entité),43768.0,Gebied,13,"24,41 ha"
Anciennes carrières de Tour en Bêche (Engis),179820,Liège,22.0,Engis (entité),43813.0,Gebied,13,"31,01 ha"
Anciennes carrières de Vance et de Sampont (Etalle; Arlon) accès interdit,179162,Luxembourg,26.0,Arlon (entité),43962.0,Gebied,13,"8,14 ha"
Anciennes carrières du Haut Mont et du Petit Mont (Doische; Philippeville),179468,Namur,24.0,Doische (entité),43928.0,Gebied,13,"23,49 ha"
Anciennes Carrières du Mouplon et des Sarts (Lessines),179659,Hainaut,23.0,Lessines (entité),43730.0,Gebied,13,"11,9 ha"
Anciennes petites carrières de la pelouse d'Eclaye (Beauraing),179414,Namur,24.0,Beauraing (entité),43930.0,Gebied,13,"5,78 ha"
Andenne,43611,Namur,24.0,Andenne (entité),43839.0,Deelgemeente,13,"15,49 km2"
Andenne (entité),43839,Namur,24.0,Andenne (entité),43839.0,Gemeente,13,"86,17 km2"
Anderlecht,23157,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gemeente,13,"17,88 km2"
Anderlecht - Bassin de Batelage,672035,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"21,33 ha"
Anderlecht - Begraafplaats van Anderlecht/cimetiére d'Anderlecht,251579,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"25,23 ha"
Anderlecht - Centrum (Dg),27813,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Deelgemeente,13,"7,81 km2"
Anderlecht - Ceria,251577,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"33,56 ha"
Anderlecht - Cimetière du Vogelzang,356970,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"17,31 ha"
Anderlecht - Etangs de Neerpede,72810,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"12,53 ha"
Anderlecht - Friche des Goujons,724787,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,13,"4,42 ha"
Anderlecht - Kanaal - Spoor Oost (Dg),27814,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Deelgemeente,13,"3,69 km2"
Anderlecht - Lemaire Park/Parc Lemaire,251587,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"5,39 ha"
Anderlecht - Marais de la Laiterie,32594,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,9.137 m2
Anderlecht - Meylemeersch,251580,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"18,48 ha"
Anderlecht - Neerpede,32593,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"1,4 km2"
Anderlecht - Neerpede - Butte Ring 0,676575,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"5,0 ha"
Anderlecht - Neerpede - Golf,251583,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"43,23 ha"
Anderlecht - Neerpede - Hoeve,251584,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"83,97 ha"
Anderlecht - Neerpede - Hoeve - Koeivijverdal,608808,Vlaams-Brabant,20.0,—,,Gebied,14,"1,12 ha"
Anderlecht - Neerpede - Meerveld,251582,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"67,69 ha"
Anderlecht - Neerpede - Notelaar,251585,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"28,88 ha"
Anderlecht - Neerpede - Veeweyde,251586,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"42,78 ha"
Anderlecht - Parc Astrid,72757,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"16,45 ha"
Anderlecht - Parc des étangs,72809,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"13,61 ha"
Anderlecht - Parc Scherdemael,72827,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"14,65 ha"
Anderlecht - Réserve naturelle de la roselière de Neerpede,258185,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,6.744 m2
Anderlecht - Ring West (Dg),27815,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Deelgemeente,14,"6,56 km2"
Anderlecht - Roselière Neerpede,72819,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,8.677 m2
Anderlecht - Vallée du Neerpedebeek,72820,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"9,49 ha"
Anderlecht - Vogelzangbeek Erasme ULB,251581,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"7,81 ha"
Anderlecht - Vogelzangbeek (réserve naturelle),32592,Bruxelles / Brussel,19.0,Anderlecht,23157.0,project-Gebied,14,"20,08 ha"
Anderlecht (Bassin d'orage ring),672055,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"1,04 ha"
Anderlecht (Chant d'Oiseaux),672053,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"2,84 ha"
Anderlecht (Erasme bassin d'orage),672052,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,9.731 m2
Anderlecht (Rue des Betteraves),672054,Bruxelles / Brussel,19.0,Anderlecht,23157.0,Gebied,14,"1,65 ha"
Anderlecht (Senne sud),672013,Bruxelles / Brussel,19.0,Anderlecht,23157.0,project-Gebied,14,"9,97 ha"
Anderlues,43494,Hainaut,23.0,Anderlues (entité),43880.0,Deelgemeente,15,"17,23 km2"
Anderlues (entité),43880,Hainaut,23.0,Anderlues (entité),43880.0,Gemeente,15,"17,21 km2"
Andrimont,23623,Liège,22.0,Dison (entité),43790.0,Deelgemeente,15,"9,52 km2"
Angleur,23505,Liège,22.0,Liège (entité),43767.0,Deelgemeente,15,"14,94 km2"
Angre,41947,Hainaut,23.0,Honnelles (entité),43893.0,Deelgemeente,15,"6,05 km2"
Angreau,41946,Hainaut,23.0,Honnelles (entité),43893.0,Deelgemeente,15,"3,94 km2"
Anhée,43640,Namur,24.0,Anhée (entité),43903.0,Deelgemeente,15,"5,96 km2"
Anhée (entité),43903,Namur,24.0,Anhée (entité),43903.0,Gemeente,15,"66,03 km2"
Anlier,23808,Luxembourg,26.0,Habay (entité),43959.0,Deelgemeente,15,"6,03 km2"
Anloy,42394,Luxembourg,26.0,Libin (entité),43943.0,Deelgemeente,15,"17,21 km2"
Annevoie-Rouillon,42453,Namur,24.0,Anhée (entité),43903.0,Deelgemeente,15,"7,06 km2"
Ans,43523,Liège,22.0,Ans (entité),43743.0,Deelgemeente,15,"6,28 km2"
Ans (entité),43743,Liège,22.0,Ans (entité),43743.0,Gemeente,15,"23,28 km2"
Anseremme,42801,Namur,24.0,Dinant (entité),43913.0,Deelgemeente,15,"7,72 km2"
Anseroeul,42095,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Deelgemeente,15,"12,97 km2"
Anseroeul - centre village - Le Tuquet,604372,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Gebied,15,"1,34 km2"
Anseroeul - La Justice - Le Maillet,604383,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Gebied,15,"1,11 km2"
Ansevelde,30711,Oost-Vlaanderen,16.0,Zele,24135.0,Gebied,15,"5,51 km2"
Anthée,42499,Namur,24.0,Onhaye (entité),43912.0,Deelgemeente,15,"10,13 km2"
Antheit,42141,Liège,22.0,Wanze (entité),43818.0,Deelgemeente,15,"7,3 km2"
Anthisnes,43521,Liège,22.0,Anthisnes (entité),43844.0,Deelgemeente,15,"14,98 km2"
Anthisnes (entité),43844,Liège,22.0,Anthisnes (entité),43844.0,Gemeente,15,"37,29 km2"
Antitankgracht Antwerpen-Noord,191336,Antwerpen,17.0,Kapellen,23368.0,Gebied,15,"1,17 km2"
Antoing,43503,Hainaut,23.0,Antoing (entité),43816.0,Deelgemeente,15,"4,68 km2"
Antoing (Carrière Crèvecoeur),42862,Hainaut,23.0,Antoing (entité),43816.0,Gebied,15,"14,69 ha"
Antoing (entité),43816,Hainaut,23.0,Antoing (entité),43816.0,Gemeente,16,"31,34 km2"
Antwerpen,91762,Antwerpen,17.0,Antwerpen,91762.0,Gemeente,16,203 km2
Antwerpen - Amerikadok,29298,Antwerpen,17.0,Antwerpen 3 (Dg),23278.0,Gebied,16,"28,43 ha"
Antwerpen - Bocht van Oosterweel (stadsschorren en slikken),142799,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"8,9 ha"
Antwerpen - Boskruit Voedselbos,680116,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"2,72 ha"
Antwerpen - Complex Delwaidedok,29222,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"5,53 km2"
Antwerpen - Craeybeckxplein,29419,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"10,1 ha"
Antwerpen - De Schelde,24218,Antwerpen,17.0,Antwerpen - De Schelde,24218.0,Gebied,16,"15,8 km2"
Antwerpen - Degussa,29218,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"1,26 km2"
Antwerpen - Droogdokken,687953,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"10,72 ha"
Antwerpen - Eilandje,29292,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"1,7 km2"
Antwerpen - Esso,29254,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"1,52 km2"
Antwerpen - Fort Sint Filips,191300,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"16,35 ha"
Antwerpen - Gedempte Bonapartesluis,142748,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,2.990 m2
Antwerpen - Hof van Leysen (Groendomein provincie Antwerpen - regio Antw.),84332,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"7,24 ha"
Antwerpen - Hooge Maey,29221,Antwerpen,17.0,Antwerpen 3 (Dg),23278.0,Gebied,16,"1,65 km2"
Antwerpen - Jeugdherberg-Bouwcentrum,29420,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"13,8 ha"
Antwerpen - Kanaaldok B1,29264,Antwerpen,17.0,Antwerpen 3 (Dg),23278.0,Gebied,16,"1,49 km2"
Antwerpen - Kanaaldok B2,29220,Antwerpen,17.0,Antwerpen 3 (Dg),23278.0,Gebied,16,"2,0 km2"
Antwerpen - Kanaaldok B3,29202,Antwerpen,17.0,Antwerpen 4 (Dg),23279.0,Gebied,16,"98,67 ha"
Antwerpen - Kasteel Den Brandt,29413,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"21,23 ha"
Antwerpen - Kielpark,29417,Antwerpen,17.0,Antwerpen 2 (Dg),23277.0,Gebied,16,"12,48 ha"
Antwerpen - Landschap Glacis van Ertbrugge,193296,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"1,88 km2"
Antwerpen - Landschap Groene bedding,193299,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"4,4 km2"
Antwerpen - Landschap Kasteelparken,193292,Antwerpen,17.0,Antwerpen,91762.0,Gebied,16,"1,65 km2"
Antwerpen - Landschap Laagland,193297,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"3,18 km2"
Antwerpen - Landschap Opstalvallei,193295,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"4,76 km2"
Antwerpen - Landschap Polders van Stabroek,193300,Antwerpen,17.0,Stabroek,23367.0,Gebied,17,"20,44 km2"
Antwerpen - Landschap Scheldeland,193302,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"47,08 km2"
Antwerpen - Landschap Scheldepolders,193440,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"8,65 km2"
Antwerpen - Landschap Schijnvallei,193294,Antwerpen,17.0,Wommelgem,23287.0,Gebied,17,"5,45 km2"
Antwerpen - Landschap Struisbeekvallei,193291,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"8,5 km2"
Antwerpen - Landschap Struisbeekvallei - Grote Struisbeek tussen A12 en E19,599114,Antwerpen,17.0,Kontich,23336.0,Gebied,17,"1,4 km2"
Antwerpen - Landschap Struisbeekvallei - Kleine Struisbeek Drie Eiken,241792,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"8,96 ha"
Antwerpen - Landschap Struisbeekvallei- Kleine Struisbeekvallei,247119,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"11,67 ha"
Antwerpen - Landschap Wetlands,193298,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"4,16 km2"
Antwerpen - Landschap Zandvlakte Linkeroever,193293,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"3,53 km2"
Antwerpen - Landschap Zuidelijke kamers,193069,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"6,08 km2"
Antwerpen - Lillo - Albertdok - Parking Lillo Fort,191758,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,1.049 m2
Antwerpen - Lillo - Fort,29226,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"18,33 ha"
Antwerpen - Lillo - Galgenschoor,24344,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"2,45 km2"
Antwerpen - Lillo - Potpolder,29263,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"23,97 ha"
Antwerpen - Luchtbal,29274,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"1,05 km2"
Antwerpen - Margueriedok (Schuildok),142749,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,2.917 m2
Antwerpen - Mastvest,192038,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"34,27 ha"
Antwerpen - Middelheimpark,28307,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"14,41 ha"
Antwerpen - Monsanto,29217,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"1,8 km2"
Antwerpen - Nafta,29216,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"41,53 ha"
Antwerpen - Nieuw Zuid - Konijnenwei,724318,Antwerpen,17.0,—,,Deelgemeente,17,"13,85 ha"
Antwerpen - Noordkasteel,29295,Antwerpen,17.0,Antwerpen,91762.0,Gebied,17,"56,18 ha"
Antwerpen - Oosterweel,29290,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,27 km2"
Antwerpen - Oosterweel - Kerk van Oosterweel,29291,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"3,45 ha"
Antwerpen - Opel Belgium,29266,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,47 km2"
Antwerpen - Park Spoor Noord,251975,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"26,93 ha"
Antwerpen - Schans Jeugdherberg,191316,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"9,13 ha"
Antwerpen - Schelde - Boerenschans-Het Steen,28639,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,16 km2"
Antwerpen - Schelde - Fort Filip-Boerenschans,29296,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,69 km2"
Antwerpen - Schelde - Fort Filip-Van Cauwelaertsluizen,29265,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,18 km2"
Antwerpen - Schelde - Lillo Fort-Conta,29225,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"2,35 km2"
Antwerpen - Schelde - Lillo Fort-Van Cauwerlaertsluizen,28229,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"2,62 km2"
Antwerpen - Schelde - thv Antwerpen centrum,29297,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"55,61 ha"
Antwerpen - Schelde - tot Nederlandse grens,29223,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"3,34 km2"
Antwerpen - Schoonselhof,29422,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"86,81 ha"
Antwerpen - Sint-Annabos (SA),28353,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,11 km2"
Antwerpen - Solvay,29215,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"1,41 km2"
Antwerpen - Sorghvliedt (Stad Antwerpen),724280,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"21,24 ha"
Antwerpen - Spoor Oost,192329,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"12,79 ha"
Antwerpen - Statiekwartier (Dg),27160,Antwerpen,17.0,Antwerpen,91762.0,Deelgemeente,18,"2,13 km2"
Antwerpen - Total Fina,29253,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"3,2 km2"
Antwerpen - UA - Campus Drie Eiken,109653,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"30,64 ha"
Antwerpen - UA - Campus Middelheim,25190,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"28,75 ha"
Antwerpen - Universiteit Antwerpen - Biotuin,91768,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,7.243 m2
Antwerpen - Vogelenzang,29414,Antwerpen,17.0,Antwerpen 1 (Dg),23276.0,Gebied,18,"61,4 ha"
Antwerpen - Waalse Kaai (Dg),27166,Antwerpen,17.0,Antwerpen,91762.0,Deelgemeente,18,"2,76 km2"
Antwerpen - Willemdok,613990,Antwerpen,17.0,Antwerpen,91762.0,Gebied,18,"9,01 ha"
Antwerpen - Wilrijkse plein,29415,Antwerpen,17.0,Antwerpen 1 (Dg),23276.0,Gebied,19,"21,44 ha"
Antwerpen - Zanddepot A12,29281,Antwerpen,17.0,Antwerpen,91762.0,Gebied,19,"1,04 km2"
Antwerpen - Zoo,189209,Antwerpen,17.0,Antwerpen,91762.0,Gebied,19,"10,75 ha"
Antwerpen 1 (Dg),23276,Antwerpen,17.0,Antwerpen,91762.0,Deelgemeente,19,"7,97 km2"
Antwerpen 2 (Dg),23277,Antwerpen,17.0,Antwerpen,91762.0,Deelgemeente,19,"4,72 km2"
